ID,bank branch,funding type,funding classification,customer sector,installment value,cashing date,sex,age,social status,special needs,number of family members,saving loan,income,financing value
6209,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6210,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6211,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6212,Abha,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,Yes,< 5000,60000
6213,Abha,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,Yes,>= 10000,60000
6214,Abha,social,family,Retired insurances,< 1000,2019/03,MALE,>= 40,married,No,>= 05,No,>= 5000,42000
6215,Abha,social,family,Retired insurances,< 1000,2019/03,MALE,>= 40,married,No,>= 05,No,< 5000,42000
6216,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6217,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6218,Abha,social,marriage,government employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6219,Abha,social,marriage,employee of a government company,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6220,Abha,social,marriage,employee of a government company,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,< 5000,60000
6221,Abha,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6222,Abha,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6223,Abha,social,marriage,private sector employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,60000
6224,Abha,social,marriage,private sector employee,>= 1000,2019/03,MALE,< 30,married,No,>= 02,No,< 5000,60000
6225,Abha,social,marriage,private sector employee,>= 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6226,Abha,social,marriage,employee of a government company,< 1000,2019/03,MALE,>= 40,married,No,>= 02,No,< 5000,60000
6227,Abha,social,marriage,employee of a government company,< 1000,2019/03,MALE,>= 40,married,No,>= 02,No,>= 10000,60000
6228,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6229,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6230,Abha,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,60000
6231,Abha,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6232,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6233,Duwadimi,social,family,employee of a government company,< 1000,2019/03,FEMALE,>= 40,widow,No,>= 10,No,< 5000,60000
6234,Duwadimi,social,family,employee of a government company,< 1000,2019/03,FEMALE,>= 40,widow,No,>= 10,No,< 5000,60000
6235,Duwadimi,social,marriage,employee of a government company,>= 1000,2019/01,MALE,>= 40,married,No,>= 02,No,>= 5000,60000
6236,Duwadimi,social,marriage,employee of a government company,>= 1000,2019/01,MALE,>= 40,married,No,>= 02,No,< 5000,60000
6237,Duwadimi,social,marriage,government employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,54000
6238,Duwadimi,social,marriage,government employee,>= 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6239,Duwadimi,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6240,Duwadimi,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6241,Duwadimi,social,marriage,government employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,Yes,>= 10000,60000
6242,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6243,Abha,social,marriage,government employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 7500,60000
6244,Abha,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,60000
6245,Abha,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6246,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6247,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6248,Abha,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 05,No,>= 7500,60000
6249,Abha,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 05,No,< 5000,60000
6250,Abha,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6251,Abha,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6252,Abha,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,< 5000,60000
6253,Abha,social,marriage,government employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6254,Abha,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,54000
6255,Abha,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,< 5000,54000
6256,Abha,social,marriage,government employee,< 1000,2019/03,MALE,>= 30,married,No,>= 02,No,>= 5000,42000
6257,Abha,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6258,Abha,social,marriage,private sector employee,< 1000,2019/02,MALE,>= 30,married,No,>= 05,No,>= 7500,42000
6259,Abha,social,marriage,private sector employee,< 1000,2019/02,MALE,>= 30,married,No,>= 05,No,< 5000,42000
6260,Abha,social,marriage,government employee,< 1000,2019/02,MALE,>= 30,married,No,>= 02,Yes,>= 10000,48000
6261,Duwadimi,social,marriage,government employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 5000,24000
6262,Duwadimi,social,marriage,government employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,Yes,>= 5000,60000
6263,Duwadimi,social,marriage,government employee,>= 1000,2019/03,MALE,>= 30,married,No,>= 02,No,>= 5000,60000
6264,Duwadimi,social,family,employee of a government company,>= 1000,2019/02,FEMALE,>= 30,divorced,No,>= 05,No,< 5000,60000
6265,Duwadimi,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,< 5000,60000
6266,Duwadimi,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6267,Duwadimi,social,family,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,60000
6268,Duwadimi,social,family,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6269,Duwadimi,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6270,Duwadimi,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,< 5000,60000
6271,Abha,social,marriage,employee of a government company,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,< 5000,60000
6272,Abha,social,marriage,employee of a government company,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6273,Abha,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6274,Abha,social,marriage,private sector employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6275,Abha,social,marriage,private sector employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6276,Abha,project,solution,employee of a government company,>= 1000,2019/01,FEMALE,< 30,single,No,< 02,No,< 5000,170000
6277,Abha,social,marriage,private sector employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6278,Abha,social,family,government employee,>= 1000,2019/01,MALE,>= 40,married,No,>= 05,No,>= 7500,60000
6279,Abha,social,family,employee of a government company,>= 1000,2019/02,MALE,>= 40,married,No,>= 05,No,< 5000,60000
6280,Abha,social,family,employee of a government company,>= 1000,2019/02,MALE,>= 40,married,No,>= 05,No,>= 10000,60000
6281,Abha,social,marriage,private sector employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6282,Abha,social,marriage,private sector employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6283,Abha,social,marriage,employee of a government company,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6284,Abha,social,marriage,employee of a government company,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,< 5000,60000
6285,Abha,social,marriage,employee of a government company,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 10000,60000
6286,Abha,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 7500,30000
6287,Abha,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 10000,30000
6288,Abha,social,marriage,private sector employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,42000
6289,Abha,social,marriage,private sector employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,42000
6290,Abha,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,Yes,>= 7500,60000
6291,Abha,social,marriage,employee of a government company,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,< 5000,60000
6292,Abha,social,marriage,employee of a government company,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6293,Abha,social,marriage,government employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6294,Abha,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,< 5000,42000
6295,Duwadimi,social,family,employee of a government company,>= 1000,2019/03,FEMALE,< 30,divorced,No,>= 02,No,>= 10000,60000
6296,Duwadimi,social,family,employee of a government company,>= 1000,2019/03,FEMALE,< 30,divorced,No,>= 02,No,< 5000,60000
6297,Duwadimi,social,marriage,government employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,No,< 5000,60000
6298,Duwadimi,social,marriage,government employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6299,Duwadimi,social,marriage,government employee,< 1000,2019/01,MALE,>= 30,married,No,>= 02,No,>= 10000,30000
6300,Duwadimi,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,Yes,>= 7500,60000
6301,Duwadimi,social,family,employee of a government company,>= 1000,2019/02,FEMALE,>= 30,divorced,No,>= 05,No,>= 7500,60000
6302,Duwadimi,social,marriage,government employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,Yes,>= 5000,60000
6303,Abha,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 10000,42000
6304,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,No,< 5000,60000
6305,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 10000,60000
6306,Abha,social,marriage,private sector employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6307,Abha,social,marriage,private sector employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6308,Abha,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,30000
6309,Abha,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 5000,30000
6310,Abha,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6311,Abha,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,< 5000,60000
6312,Abha,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,< 5000,42000
6313,Abha,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 7500,42000
6314,Abha,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,48000
6315,Abha,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,48000
6316,Abha,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,Yes,< 5000,60000
6317,Abha,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,Yes,>= 10000,60000
6318,Abha,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6319,Abha,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6320,Duwadimi,social,marriage,employee of a government company,< 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 7500,60000
6321,Duwadimi,social,marriage,employee of a government company,< 1000,2019/02,MALE,>= 30,married,No,>= 02,No,< 5000,60000
6322,Duwadimi,social,marriage,government employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,< 5000,60000
6323,Duwadimi,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6324,Duwadimi,social,family,government employee,>= 1000,2019/02,MALE,>= 40,married,No,>= 05,No,>= 7500,60000
6325,Duwadimi,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6326,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6327,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6328,Abha,social,marriage,employee of a government company,>= 1000,2019/03,MALE,>= 30,married,No,>= 02,No,>= 7500,60000
6329,Abha,social,marriage,employee of a government company,>= 1000,2019/03,MALE,>= 30,married,No,>= 02,No,< 5000,60000
6330,Abha,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6331,Abha,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,60000
6332,Abha,social,family,private sector employee,< 1000,2019/02,MALE,>= 40,married,No,>= 02,No,>= 10000,60000
6333,Abha,social,family,private sector employee,< 1000,2019/02,MALE,>= 40,married,No,>= 02,No,< 5000,60000
6334,Abha,social,marriage,government employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,Yes,>= 5000,60000
6335,Abha,social,family,employee of a government company,>= 1000,2019/01,FEMALE,>= 30,divorced,No,>= 02,Yes,>= 10000,60000
6336,Abha,social,family,employee of a government company,>= 1000,2019/01,FEMALE,>= 30,divorced,No,>= 02,Yes,< 5000,60000
6337,Abha,social,family,employee of a government company,< 1000,2019/01,FEMALE,>= 40,widow,No,>= 10,No,< 5000,54000
6338,Abha,social,family,employee of a government company,< 1000,2019/01,FEMALE,>= 40,widow,No,>= 10,No,>= 5000,54000
6339,Abha,social,marriage,government employee,< 1000,2019/01,MALE,>= 30,married,No,>= 02,No,>= 5000,60000
6340,Duwadimi,social,family,employee of a government company,>= 1000,2019/01,MALE,>= 60,married,No,>= 05,No,< 5000,60000
6341,Duwadimi,social,family,employee of a government company,>= 1000,2019/01,MALE,>= 60,married,No,>= 05,No,< 5000,60000
6342,Duwadimi,social,marriage,government employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 5000,60000
6343,Duwadimi,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6344,Duwadimi,social,family,Government retired,>= 1000,2019/01,MALE,>= 40,married,No,>= 05,No,>= 5000,60000
6345,Duwadimi,social,family,Government retired,>= 1000,2019/01,MALE,>= 40,married,No,>= 05,No,>= 10000,60000
6346,Duwadimi,social,marriage,government employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,No,< 5000,60000
6347,Duwadimi,social,marriage,government employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,Yes,>= 7500,24000
6348,Abha,social,marriage,employee of a government company,>= 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6349,Abha,social,marriage,employee of a government company,>= 1000,2019/03,MALE,< 30,married,No,>= 02,No,< 5000,60000
6350,Abha,social,marriage,private sector employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,42000
6351,Abha,social,marriage,private sector employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,42000
6352,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6353,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6354,Abha,social,marriage,private sector employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,36000
6355,Abha,social,marriage,private sector employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,36000
6356,Abha,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,Yes,>= 02,No,>= 7500,60000
6357,Abha,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,Yes,>= 02,No,>= 10000,60000
6358,Abha,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6359,Duwadimi,social,marriage,private sector employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 5000,60000
6360,Duwadimi,social,marriage,private sector employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 5000,60000
6361,Duwadimi,social,marriage,government employee,< 1000,2019/03,MALE,>= 30,married,No,>= 02,No,< 5000,60000
6362,Duwadimi,social,renovation,government employee,>= 1000,2019/02,FEMALE,>= 30,married,No,>= 05,No,>= 7500,60000
6363,Duwadimi,social,marriage,government employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 5000,60000
6364,Duwadimi,social,marriage,government employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6365,Duwadimi,social,marriage,employee of a government company,>= 1000,2019/03,MALE,< 30,married,No,>= 02,Yes,< 5000,60000
6366,Duwadimi,social,marriage,employee of a government company,>= 1000,2019/03,MALE,< 30,married,No,>= 02,Yes,< 5000,60000
